,Src Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Bwd Pkt Len Max,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Fwd PSH Flags,Bwd PSH Flags,Bwd Pkts/s,FIN Flag Cnt,SYN Flag Cnt,URG Flag Cnt,Down/Up Ratio,Active Mean,Idle Std
0,80,6,4306487,4,4,310.0,289.0987480050445,1.8576626377834184,615212.4285714285,0,0,0.9288313188917092,0,0,0,1.0,0.0,0.0
1,52654,6,2166,1,1,0.0,0.0,923.3610341643583,2166.0,0,0,461.68051708217916,0,0,0,1.0,0.0,0.0
2,51820,6,115373582,16,14,384.0,5.963236887279794,0.26002486427092125,3978399.379310345,0,0,0.12134493665976324,0,0,0,0.0,27871.54545454545,17194.35343625665
3,63351,17,1040,1,1,139.0,172115.38461538462,1923.0769230769235,1040.0,0,0,961.5384615384617,0,0,0,1.0,0.0,0.0
4,49768,6,46961,3,4,860.0,27618.66229424416,149.0598581801921,7826.833333333334,0,0,85.17706181725259,0,0,0,1.0,0.0,0.0
5,51745,17,12531,1,1,94.0,10533.875987550871,159.6041816295587,12531.0,0,0,79.80209081477935,0,0,0,1.0,0.0,0.0
6,52712,17,342,1,1,147.0,578947.3684210526,5847.953216374269,342.0,0,0,2923.9766081871344,0,0,0,1.0,0.0,0.0
7,64921,6,10752422,12,7,1173.0,253.80328264645863,1.7670437414007747,597356.7777777779,0,0,0.6510161152529169,0,0,0,0.0,370854.0,0.0
8,57760,17,1958,1,1,190.0,114402.45148110314,1021.4504596527067,1958.0,0,0,510.72522982635337,0,0,0,1.0,0.0,0.0
9,59965,17,1204,1,1,104.0,116279.06976744186,1661.1295681063125,1204.0,0,0,830.5647840531561,0,0,0,1.0,0.0,0.0
10,52406,6,7239238,2,0,0.0,0.0,0.276272171,7239238.0,0,0,0.0,0,0,0,0.0,0.0,0.0
11,53097,17,480,1,1,56.0,200000.0,4166.666666666667,480.0,0,0,2083.333333333333,0,0,0,1.0,0.0,0.0
12,49299,17,430,1,1,214.0,697674.4186046511,4651.1627906976755,430.0,0,0,2325.581395348837,0,0,0,1.0,0.0,0.0
13,80,6,24,1,1,0.0,0.0,83333.33333333331,24.0,0,0,41666.66666666666,0,0,1,1.0,0.0,0.0
14,56928,17,360,1,1,42.0,188888.88888888888,5555.555555555556,360.0,0,0,2777.777777777778,0,0,0,1.0,0.0,0.0
15,54852,6,2294758,8,7,1173.0,1189.2321543273845,6.536636978714096,163911.2857142857,0,0,3.0504305900665782,0,0,0,0.0,0.0,0.0
16,64400,17,364,1,1,59.0,280219.7802197802,5494.5054945054935,364.0,0,0,2747.2527472527468,0,0,0,1.0,0.0,0.0
17,51280,6,116862838,25,40,1460.0,398.55270329820326,0.5562076115248887,1825981.84375,0,0,0.3422816070922392,0,0,0,1.0,97857.0,373481.07390067313
18,51159,6,2222086,10,7,1173.0,1220.924842692857,7.65046897374809,138880.375,0,0,3.1501931068374485,0,0,0,0.0,0.0,0.0
19,49154,17,12333,1,1,105.0,10865.158517797778,162.16654504175787,12333.0,0,0,81.08327252087894,0,0,0,1.0,0.0,0.0
20,52651,6,78742859,12,13,1770.0,55.9542802478127,0.3174891071709753,3280952.458333333,0,0,0.1650943357289072,0,1,0,1.0,599433.1428571428,5739.303325897983
21,80,6,2035,4,3,325.0,619164.6191646192,3439.80343980344,339.16666666666663,0,0,1474.2014742014746,0,1,0,0.0,0.0,0.0
22,60602,6,5946,1,1,0.0,0.0,336.3605785401952,5946.0,0,0,168.18028927009757,0,0,0,1.0,0.0,0.0
23,64262,17,1962,1,1,78.0,55555.55555555555,1019.367991845056,1962.0,0,0,509.683995922528,0,0,0,1.0,0.0,0.0
24,52021,6,468,3,0,0.0,164529.91452991453,6410.25641025641,234.0,1,0,0.0,0,1,0,0.0,0.0,0.0
25,57594,6,5480831,9,9,1173.0,501.0189148324405,3.2841735131041263,322401.82352941175,0,0,1.6420867565520632,0,0,0,1.0,0.0,0.0
26,49674,6,60091361,4,2,126.0,6.656530878040855,0.09984796317061284,12018272.2,1,0,0.033282654390204267,0,1,0,0.0,77962.0,0.0
27,80,6,52,1,1,0.0,0.0,38461.53846153846,52.0,0,0,19230.76923076923,0,0,1,1.0,0.0,0.0
28,445,6,137,2,0,0.0,0.0,14598.540145985402,137.0,0,0,0.0,0,0,0,0.0,0.0,0.0
29,52624,6,89,2,0,0.0,0.0,22471.91011235955,89.0,0,0,0.0,0,0,0,0.0,0.0,0.0
30,80,6,1167,4,3,267.0,1029991.4310197086,5998.28620394173,194.5,0,0,2570.694087403599,0,1,0,0.0,0.0,0.0
31,54972,17,305,1,1,63.0,308196.72131147544,6557.377049180328,305.0,0,0,3278.688524590164,0,0,0,1.0,0.0,0.0
32,61539,17,925,1,1,64.0,121081.08108108108,2162.162162162162,925.0,0,0,1081.081081081081,0,0,0,1.0,0.0,0.0
33,61787,6,158451,3,1,0.0,0.0,25.244397321569448,52817.0,0,0,6.311099330392362,0,0,0,0.0,0.0,0.0
34,50035,6,152668,3,1,0.0,0.0,26.20064453585558,50889.33333333333,0,0,6.550161133963895,0,0,0,0.0,0.0,0.0
35,51223,6,194544,9,8,1460.0,27726.375524302985,87.38383090714697,12159.000000000002,0,0,41.12180277983385,0,0,0,0.0,0.0,0.0
36,62287,6,1468,1,1,0.0,0.0,1362.3978201634875,1468.0,0,0,681.1989100817439,0,0,0,1.0,0.0,0.0
37,57450,17,919,1,1,62.0,117519.04243743197,2176.278563656148,919.0,0,0,1088.139281828074,0,0,0,1.0,0.0,0.0
38,49442,6,4,1,1,0.0,0.0,500000.0,4.0,0,0,250000.0,0,0,0,1.0,0.0,0.0
39,62063,17,20026,2,2,103.0,14481.174473184861,199.7403375611705,6675.333333333334,0,0,99.87016878058523,0,0,0,1.0,0.0,0.0
40,80,6,3295083,4,4,347.0,389.0645546713088,2.427859935546389,470726.1428571429,0,0,1.2139299677731945,0,0,0,1.0,0.0,0.0
41,80,6,3311876,4,4,286.0,368.673223272852,2.415549374433101,473125.14285714296,0,0,1.2077746872165505,0,0,0,1.0,0.0,0.0
42,53059,6,562073,3,4,964.0,1750.662281,12.45389834,93678.83333,0,0,7.116513335,0,0,0,1.0,0.0,0.0
43,50497,17,1305,1,1,90.0,98084.29118773947,1532.5670498084291,1305.0,0,0,766.2835249042146,0,0,0,1.0,0.0,0.0
44,61365,6,4779,1,1,0.0,0.0,418.4975936388366,4779.0,0,0,209.2487968194183,0,0,0,1.0,0.0,0.0
45,4376,6,3395326,9,9,1173.0,1210.7821163564265,5.301405520412472,199725.05882352946,0,0,2.6507027602062365,0,0,0,1.0,0.0,0.0
46,49269,17,18879,2,2,196.0,27967.583028762117,211.8756290057736,6293.0,0,0,105.9378145028868,0,0,0,1.0,0.0,0.0
47,49543,17,315645,2,2,200.0,1514.3594861315719,12.67246431909265,105215.0,0,0,6.336232159546325,0,0,0,1.0,0.0,0.0
48,54640,6,5288624,6,4,152.0,142.00291039786532,1.890851003966249,587624.8888888889,0,0,0.7563404015864995,0,0,0,0.0,241727.0,0.0
49,54397,17,294,1,1,97.0,551020.4081632653,6802.7210884353735,294.0,0,0,3401.3605442176868,0,0,0,1.0,0.0,0.0
50,80,6,2916085,4,4,368.0,446.8319682039447,2.7434042560487777,416583.5714285714,0,0,1.3717021280243888,0,0,0,1.0,0.0,0.0
51,50474,6,11813,1,1,0.0,0.0,169.30500296283753,11813.0,0,0,84.65250148141877,0,0,0,1.0,0.0,0.0
52,51132,6,70,2,0,0.0,0.0,28571.42857142857,70.0,0,0,0.0,0,0,0,0.0,0.0,0.0
53,55403,17,311,1,1,58.0,321543.4083601286,6430.868167202572,311.0,0,0,3215.434083601286,0,0,0,1.0,0.0,0.0
54,80,6,4575477,4,4,356.0,282.15637407859333,1.7484515822066202,653639.5714285714,0,0,0.8742257911033101,0,0,0,1.0,0.0,0.0
